,index,Size_Class,Curb_Wgt,ABS,Airbag_D,SSF,Drive,TireSize,StabilityControl,BrakeAssist,TractionControl,AdjUpperBeltFront,AdjUpperBeltRear,Pretensioner,IntegratedSeat,RearCtrLapShldrBelt,AdvanceAirbagFeature,SideAirbag,HeadAirbag,HeadAirbagRollover,RearSeatHeadRestraint,DynamicHeadRestraint,Roll_Stability,SafetyPowerWindows,WheelsDriven,DrStar_Num,PaStar_Num,DrSSTar_Num,PaSStar_Num
88,389,Medium Passenger Car,3362.0,False,False,1.44,RWD,24.87795275590551,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,RWD/AWD,3,3,4,4
89,393,Compact Passenger Car,2806.0,False,False,1.27,FWD,25.46456692913386,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,3,2,3
90,395,Van,3278.0,False,False,1.31,FWD,24.980314960629922,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,3,3,3,4
91,396,Heavy Passenger Car,4157.0,False,False,1.51,RWD,26.62992125984252,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,RWD,4,4,4,4
92,400,Sport Utility Vehicle,4646.0,False,False,1.17,RWD,29.503937007874015,True,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,RWD/4WD,2,3,4,4
93,414,Sport Utility Vehicle,4079.0,False,False,1.21,FWD,28.401574803149607,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
94,415,Van,4332.0,False,False,1.28,FWD,26.62992125984252,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,3,4
95,418,Van,4284.0,False,False,1.36,FWD,27.515748031496063,False,True,True,True,True,False,False,True,True,True,True,False,False,True,False,False,FWD,4,4,4,4
96,420,Sport Utility Vehicle,3815.0,False,False,1.23,2WD,28.02755905511811,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,RWD/AWD,4,4,4,4
97,422,Medium Passenger Car,3482.0,False,False,1.51,FWD,25.68503937007874,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,FWD,2,2,2,3
98,423,Sport Utility Vehicle,4343.0,False,False,1.25,RWD,30.51968503937008,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,RWD/AWD,4,4,4,4
99,425,Sport Utility Vehicle,3410.0,False,False,1.17,FWD,28.287401574803148,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,FWD/AWD,3,3,4,4
100,426,Heavy Passenger Car,3725.0,False,False,1.43,FWD,27.15748031496063,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
101,515,Medium Passenger Car,3248.0,False,False,1.36,FWD,24.87795275590551,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD,3,3,4,4
102,521,Medium Passenger Car,3221.0,False,False,1.49,FWD,25.49212598425197,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,FWD,4,4,2,2
103,522,Sport Utility Vehicle,3410.0,False,False,1.17,FWD,28.287401574803148,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,FWD/AWD,3,3,4,4
104,525,Medium Passenger Car,3272.0,False,False,1.45,FWD,25.49212598425197,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,3,3,3,3
105,531,Van,4342.0,False,False,1.17,FWD,27.62992125984252,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,3,4
106,535,Sport Utility Vehicle,4006.0,False,False,1.25,FWD,30.02755905511811,False,True,False,True,True,False,False,True,True,True,True,False,True,True,False,False,FWD/AWD,4,4,4,4
107,539,Van,4273.0,False,False,1.22,FWD,26.8503937007874,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,4,4
108,540,Van,4273.0,False,False,1.23,FWD,27.003937007874015,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,FWD,4,4,3,4
109,542,Van,4273.0,False,False,1.22,FWD,26.8503937007874,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,FWD,4,4,4,4
110,543,Sport Utility Vehicle,3710.0,False,False,1.41,RWD,28.003937007874015,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,3,4
111,544,Van,4273.0,False,False,1.23,FWD,27.003937007874015,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,FWD,4,4,3,4
112,562,Sport Utility Vehicle,4646.0,False,False,1.17,RWD,29.503937007874015,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,RWD/4WD,2,3,4,4
113,563,Heavy Passenger Car,3710.0,False,False,1.41,RWD,28.003937007874015,True,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,3,4
114,609,Sport Utility Vehicle,4208.0,False,False,1.12,RWD,30.606299212598426,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False,RWD/AWD,3,3,4,4
115,611,Compact Passenger Car,2904.0,False,False,1.38,FWD,24.618110236220474,False,False,False,False,False,False,True,True,False,True,True,False,True,False,False,False,FWD,4,3,3,3
116,613,Van,4163.0,False,False,1.25,FWD,27.003937007874015,False,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False,FWD/AWD,3,4,4,4
117,617,Sport Utility Vehicle,4383.0,False,False,1.16,RWD,29.503937007874015,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,3,3,4,4
118,618,Compact Passenger Car,2901.0,False,False,1.32,FWD,24.07086614173228,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,3,3,3,2
119,945,Sport Utility Vehicle,4111.0,False,False,1.29,FWD,28.003937007874015,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
120,1580,Compact Passenger Car,2597.0,False,False,1.34,FWD,24.468503937007874,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,3,3
121,1581,Compact Passenger Car,2806.0,False,False,1.27,RWD,25.46456692913386,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,3,2,3
122,1582,Compact Passenger Car,2954.0,False,False,1.33,FWD,24.468503937007874,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,3,3,4,3
123,1583,Compact Passenger Car,2630.0,False,False,1.3,FWD,24.07086614173228,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,FWD,3,3,2,3
124,1584,Compact Passenger Car,2706.0,False,False,1.33,FWD,24.212598425196852,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,FWD,4,3,2,3
125,1613,Sport Utility Vehicle,5756.0,False,True,1.13,RWD,31.606299212598426,True,False,False,True,True,False,True,True,True,True,True,False,True,False,False,False,RWD,4,4,4,4
126,1614,Sport Utility Vehicle,5756.0,False,False,1.13,RWD,31.606299212598426,True,False,False,True,True,True,True,True,True,True,True,False,True,False,False,False,RWD,4,4,4,4
127,1643,Sport Utility Vehicle,4646.0,False,False,1.17,RWD,29.503937007874015,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,2,3,4,4
128,1644,Heavy Passenger Car,4066.0,False,False,1.4,FWD,27.645669291338585,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,4,3,3,3
129,1645,Heavy Passenger Car,3627.0,False,False,1.4,RWD,25.858267716535433,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,False,RWD,3,3,3,4
130,1646,Heavy Passenger Car,3526.0,False,False,1.37,FWD,25.311023622047244,True,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False,FWD,4,4,4,3
131,1649,Heavy Passenger Car,4157.0,False,False,1.51,RWD,26.62992125984252,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,RWD,4,4,3,4
132,1657,Sport Utility Vehicle,4646.0,False,False,1.17,RWD,29.503937007874015,True,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,RWD/4WD,2,3,4,4
133,1662,Pickup,5381.0,False,False,1.19,RWD,30.503937007874015,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,4,4
134,1668,Sport Utility Vehicle,4111.0,False,False,1.29,FWD,28.003937007874015,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
135,1669,Heavy Passenger Car,3725.0,False,False,1.43,FWD,27.15748031496063,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
136,1670,Heavy Passenger Car,3725.0,False,False,1.43,FWD,27.15748031496063,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
137,1671,Sport Utility Vehicle,4150.0,False,False,1.17,RWD,29.02755905511811,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,RWD/4WD,4,4,4,4
138,1672,Compact Passenger Car,2704.0,False,False,1.3,FWD,24.468503937007874,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD,3,3,4,4
139,1675,Compact Passenger Car,2806.0,False,False,1.27,FWD,25.46456692913386,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,3,2,3
140,1676,Medium Passenger Car,3250.0,False,False,1.4,FWD,25.49212598425197,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,4,3
141,1677,Medium Passenger Car,3430.0,False,False,1.43,FWD,25.858267716535433,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,4,3,4,4
142,1678,Heavy Passenger Car,3766.0,False,False,1.45,FWD,26.62992125984252,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,FWD,4,4,3,3
143,1848,Pickup,4392.0,False,False,1.19,RWD,29.503937007874015,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,3,4,4
144,1849,Heavy Passenger Car,3526.0,False,False,1.33,FWD,25.32677165354331,True,False,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD,4,4,4,3
145,1860,Heavy Passenger Car,4157.0,False,False,1.48,RWD,27.62992125984252,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,RWD,4,4,4,4
146,1861,Heavy Passenger Car,4157.0,False,False,1.51,RWD,26.62992125984252,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,RWD,4,4,4,4
147,1862,Heavy Passenger Car,4157.0,False,False,1.51,RWD,26.62992125984252,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,RWD,4,4,3,4
148,1902,Medium Passenger Car,3499.0,False,False,1.43,FWD,25.858267716535433,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,FWD,3,3,4,3
149,1903,Medium Passenger Car,3499.0,False,False,1.43,FWD,25.858267716535433,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,FWD,3,3,4,3
150,1907,Sport Utility Vehicle,4486.0,False,False,1.15,RWD,29.53937007874016,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,False,RWD/AWD,4,4,4,4
151,1910,Medium Passenger Car,3305.0,False,False,1.37,FWD,25.46456692913386,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,4,3
152,1912,Compact Passenger Car,2716.0,False,False,1.38,FWD,24.87795275590551,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,FWD,4,4,2,3
153,1917,Medium Passenger Car,3326.0,False,False,1.39,FWD,27.15748031496063,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,2
154,1918,Sport Utility Vehicle,4275.0,False,False,1.14,RWD,31.059055118110237,True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,RWD/4WD,4,4,4,4
155,1924,Compact Passenger Car,2768.0,False,False,1.42,FWD,23.468503937007874,False,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,FWD,4,4,1,3
156,1925,Sport Utility Vehicle,3521.0,False,False,1.21,FWD,26.744094488188978,True,True,True,True,False,False,False,True,False,True,True,False,True,False,False,False,FWD/AWD,4,3,4,4
157,1926,Heavy Passenger Car,3725.0,False,False,1.43,FWD,27.15748031496063,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
158,1927,Heavy Passenger Car,3725.0,False,False,1.43,FWD,27.15748031496063,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
159,1928,Sport Utility Vehicle,4111.0,False,False,1.29,FWD,28.003937007874015,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
160,1929,Compact Passenger Car,2550.0,False,False,1.37,FWD,23.468503937007874,False,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,FWD,3,4,3,2
161,1930,Compact Passenger Car,2904.0,False,False,1.38,FWD,24.618110236220474,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,3,4,4
162,1931,Heavy Passenger Car,3618.0,False,False,1.41,FWD,26.311023622047244,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,4,3
163,1932,Sport Utility Vehicle,4890.0,False,False,1.16,RWD,31.606299212598426,True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,AWD/2WD,4,4,4,4
164,1933,Sport Utility Vehicle,4890.0,False,False,1.16,RWD,31.606299212598426,True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,AWD/2WD,4,4,4,4
165,1939,Sport Utility Vehicle,4322.0,False,False,1.25,FWD,29.5748031496063,True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,3,4,4
166,1940,Heavy Passenger Car,4157.0,False,False,1.51,RWD,26.62992125984252,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,RWD,4,4,3,4
167,1952,Sport Utility Vehicle,3162.0,False,False,1.29,FWD,25.311023622047244,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,4,4
168,1953,Van,4342.0,False,False,1.17,FWD,27.62992125984252,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,3,4
169,1954,Van,4342.0,False,False,1.17,FWD,27.62992125984252,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,3,4
170,1955,Van,4342.0,False,False,1.17,FWD,27.62992125984252,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,3,4
171,1957,Pickup,4044.0,False,False,1.2,2WD,27.106299212598426,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,3,4
172,1959,Pickup,4044.0,False,False,1.2,2WD,27.106299212598426,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,3,4
173,1960,Pickup,4044.0,False,False,1.2,2WD,27.106299212598426,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,3,4
174,1965,Sport Utility Vehicle,3437.0,False,False,1.19,FWD,27.8503937007874,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
175,1966,Sport Utility Vehicle,3815.0,False,False,1.2,FWD,28.02755905511811,True,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,4,4
176,1967,Sport Utility Vehicle,3815.0,False,False,1.2,FWD,28.02755905511811,True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
177,1968,Sport Utility Vehicle,4646.0,False,False,1.17,RWD,29.503937007874015,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,2,3,4,4
178,1994,Sport Utility Vehicle,3565.0,False,False,1.13,FWD,28.952755905511815,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,False,FWD/AWD,2,4,4,4
179,1995,Sport Utility Vehicle,3565.0,False,False,1.14,FWD,28.952755905511815,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,2,4,4,4
180,1996,Sport Utility Vehicle,3565.0,False,False,1.13,FWD,28.952755905511815,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,False,FWD/AWD,2,4,4,4
181,1997,Sport Utility Vehicle,3565.0,False,False,1.14,FWD,28.952755905511815,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,2,4,4,4
182,1998,Sport Utility Vehicle,3565.0,False,False,1.13,FWD,28.952755905511815,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,False,FWD/AWD,2,4,4,4
183,2023,Heavy Passenger Car,3558.0,False,False,1.44,FWD,25.32677165354331,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,3,4
184,2031,Compact Passenger Car,2824.0,False,False,1.4,FWD,24.212598425196852,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,3,4,2,3
185,2041,Sport Utility Vehicle,3917.0,False,False,1.28,FWD,29.10236220472441,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,FWD/AWD,4,4,4,4
186,2042,Compact Passenger Car,2553.0,False,False,1.32,FWD,23.44488188976378,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,4,2
187,2043,Medium Passenger Car,3214.0,False,False,1.42,FWD,26.15748031496063,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,4,4
188,2044,Light Passenger Car,2377.0,False,False,1.33,FWD,23.740157480314963,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,3,3,2,2
189,2045,Compact Passenger Car,2776.0,False,False,1.41,FWD,24.87795275590551,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,3,4,2,3
190,2046,Medium Passenger Car,3414.0,False,False,1.44,FWD,26.744094488188978,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,FWD,4,4,2,3
191,2048,Van,3278.0,False,False,1.31,FWD,24.980314960629922,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,3,3,3,4
192,2051,Van,4273.0,False,False,1.23,FWD,27.003937007874015,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,FWD,4,4,3,4
193,2052,Sport Utility Vehicle,3410.0,False,False,1.17,FWD,28.287401574803148,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,3,3,4,4
194,2053,Sport Utility Vehicle,3410.0,False,False,1.17,FWD,28.287401574803148,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,3,3,4,4
195,2054,Sport Utility Vehicle,4486.0,False,False,1.13,RWD,28.952755905511815,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,False,RWD/AWD,4,4,4,4
196,2055,Sport Utility Vehicle,4486.0,False,False,1.13,RWD,28.952755905511815,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,False,RWD/AWD,4,4,4,4
197,2062,Medium Passenger Car,3362.0,False,False,1.44,RWD,24.87795275590551,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,RWD,3,3,4,4
198,2064,Sport Utility Vehicle,4322.0,False,False,1.25,FWD,29.5748031496063,True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,3,4,4
199,2065,Heavy Passenger Car,3529.0,False,False,1.4,FWD,26.311023622047244,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,4,4
200,2072,Sport Utility Vehicle,3606.0,False,False,1.19,RWD,28.515748031496063,True,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,3,3,4,4
201,2076,Medium Passenger Car,3248.0,False,False,1.36,FWD,24.87795275590551,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD,3,3,4,4
202,2077,Medium Passenger Car,3248.0,False,False,1.36,FWD,24.87795275590551,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD,3,3,4,4
203,2078,Medium Passenger Car,3248.0,False,False,1.36,FWD,24.87795275590551,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD,3,3,4,4
204,2097,Sport Utility Vehicle,4646.0,False,False,1.17,RWD,29.503937007874015,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,2,3,4,4
205,2098,Van,4273.0,False,False,1.22,FWD,26.8503937007874,False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,FWD,4,4,4,4
206,2099,Van,4273.0,False,False,1.22,FWD,26.8503937007874,False,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,FWD,4,4,4,4
207,2120,Medium Passenger Car,3348.0,False,False,1.37,FWD,25.311023622047244,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD/AWD,3,3,4,3
208,2121,Medium Passenger Car,3348.0,False,False,1.37,FWD,25.311023622047244,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD/AWD,3,3,4,3
209,2122,Medium Passenger Car,3420.0,False,False,1.42,FWD,25.49212598425197,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD/AWD,3,3,4,3
210,2129,Compact Passenger Car,2749.0,False,False,1.43,FWD,24.87795275590551,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD,4,4,3,4
211,2130,Compact Passenger Car,2640.0,False,False,1.44,FWD,24.87795275590551,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD,4,4,3,4
212,2131,Sport Utility Vehicle,3446.0,False,False,1.15,FWD,27.8503937007874,True,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,AWD/FWD,4,4,4,4
213,2132,Medium Passenger Car,3038.0,False,False,1.42,FWD,26.15748031496063,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,3,3
214,2133,Medium Passenger Car,3038.0,False,False,1.42,FWD,25.68503937007874,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,3,3
215,2134,Medium Passenger Car,3077.0,False,False,1.44,FWD,25.68503937007874,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,3,4
216,2137,Sport Utility Vehicle,4354.0,False,False,1.24,FWD,28.952755905511815,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,AWD/FWD,4,4,4,4
217,2148,Compact Passenger Car,2829.0,False,False,1.43,FWD,25.07086614173228,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,FWD,3,3,2,2
218,2149,Compact Passenger Car,2824.0,False,False,1.41,FWD,24.87795275590551,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,FWD,3,4,3,3
219,2152,Sport Utility Vehicle,4208.0,False,False,1.12,RWD,30.606299212598426,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,RWD/AWD,3,3,4,4
220,2154,Sport Utility Vehicle,4343.0,False,False,1.25,RWD,30.51968503937008,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,RWD/AWD,4,4,4,4
221,2157,Heavy Passenger Car,3843.0,False,False,1.42,FWD,27.17716535433071,True,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,3,3,4,3
222,2158,Sport Utility Vehicle,3364.0,False,False,1.18,FWD,27.003937007874015,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD/AWD,4,4,4,4
223,2159,Sport Utility Vehicle,3994.0,False,False,1.22,FWD,29.10236220472441,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD/AWD,4,4,4,4
224,2160,Van,4566.0,False,False,1.31,FWD,28.401574803149607,True,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,4,4
225,2161,Sport Utility Vehicle,4165.0,False,False,1.16,RWD,29.503937007874015,True,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,4,4
226,2162,Medium Passenger Car,3461.0,False,False,1.32,FWD,25.68503937007874,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,4,3
227,2166,Pickup,5381.0,False,False,1.19,RWD,30.503937007874015,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,4,4
228,2168,Sport Utility Vehicle,4646.0,False,False,1.17,RWD,29.503937007874015,True,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,2,3,4,4
229,2169,Heavy Passenger Car,4022.0,False,False,1.45,RWD,26.251968503937007,True,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,3,3,3,4
230,2170,Sport Utility Vehicle,5750.0,False,False,1.14,RWD,31.606299212598426,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,RWD,4,4,4,4
231,2171,Light Passenger Car,2459.0,False,False,1.32,FWD,22.740157480314963,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,4,3,3
232,2172,Compact Passenger Car,2551.0,False,False,1.32,FWD,22.740157480314963,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,4,3,3,2
233,2186,Sport Utility Vehicle,4320.0,False,False,1.23,FWD,29.5748031496063,True,True,True,True,False,False,False,True,True,True,True,False,True,True,False,False,FWD/AWD,4,4,4,4
234,2188,Sport Utility Vehicle,3565.0,False,False,1.14,FWD,28.952755905511815,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,2,4,4,4
235,2189,Sport Utility Vehicle,4706.0,False,False,1.23,FWD,31.04724409448819,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
236,2190,Compact Passenger Car,2824.0,False,False,1.4,FWD,24.212598425196852,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD,3,4,2,4
237,2225,Compact Passenger Car,2716.0,False,False,1.38,FWD,24.212598425196852,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,FWD,4,4,3,3
238,2228,Compact Passenger Car,2824.0,False,False,1.41,FWD,24.87795275590551,False,False,False,False,True,False,False,True,True,True,True,False,True,False,False,False,FWD,3,4,3,3
239,2239,Heavy Passenger Car,3843.0,False,False,1.42,FWD,27.17716535433071,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD,3,3,4,3
240,2248,Sport Utility Vehicle,2878.0,False,False,1.17,FWD,27.003937007874015,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
241,2249,Sport Utility Vehicle,4165.0,False,False,1.16,RWD,29.503937007874015,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,RWD/AWD,4,4,4,4
242,2250,Sport Utility Vehicle,4646.0,False,False,1.17,RWD,29.503937007874015,True,False,True,False,True,False,True,True,True,True,True,False,True,False,False,False,RWD/4WD,2,3,4,4
243,2252,Medium Passenger Car,3430.0,False,False,1.43,FWD,25.858267716535433,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,FWD,4,3,4,4
244,2255,Sport Utility Vehicle,3815.0,False,False,1.2,FWD,28.02755905511811,True,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,4,4,4
245,2256,Compact Passenger Car,2806.0,False,False,1.27,FWD,25.46456692913386,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,3,4,3
246,2257,Sport Utility Vehicle,3521.0,False,False,1.21,FWD,26.744094488188978,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,FWD/AWD,4,3,4,4
247,2258,Van,4163.0,False,False,1.25,FWD,27.003937007874015,False,True,False,True,True,False,False,True,True,True,True,False,True,False,False,False,AWD/RWD,3,4,4,4
