,index,Size_Class,Curb_Wgt,ABS,Airbag_D,SSF,Drive,TireSize,StabilityControl,BrakeAssist,TractionControl,AdjUpperBeltFront,AdjUpperBeltRear,Pretensioner,IntegratedSeat,RearCtrLapShldrBelt,AdvanceAirbagFeature,SideAirbag,HeadAirbag,HeadAirbagRollover,RearSeatHeadRestraint,DynamicHeadRestraint,BuiltInChildSeat,Roll_Stability,SafetyPowerWindows,WheelsDriven
1045,4529,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,A,S,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,Se,RWD
1046,4530,Sport Utility Vehicle,4486.0,N/A,N/A,1.13,RWD,P235/70R16,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,S,SeOn,RWD/AWD
1047,4531,Sport Utility Vehicle,4908.0,N/A,N/A,1.24,FWD,P235/55R19,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
1048,4532,Light Passenger Car,2491.0,N/A,N/A,1.45,FWD,P205/45R17,S,S,A,A,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Sn,FWD
1049,4535,Sport Utility Vehicle,4706.0,N/A,N/A,1.23,FWD,P255/60R19,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
1050,4536,Sport Utility Vehicle,3952.0,N/A,N/A,1.2,FWD,P235/65/R16,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
1051,4539,Medium Passenger Car,3258.0,N/A,N/A,1.36,FWD,P235/45R17,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeOn,FWD/AWD
1052,4540,Medium Passenger Car,3258.0,N/A,N/A,1.34,FWD,P235/45R17,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeOn,FWD/AWD
1053,4542,Sport Utility Vehicle,5750.0,N/A,N/A,1.14,RWD,P265/70R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,RWD/4WD
1054,4543,Light Passenger Car,2459.0,N/A,N/A,1.32,FWD,P185/60R14,A,A,A,S,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,Se,FWD
1055,4544,Compact Passenger Car,2551.0,N/A,N/A,1.32,FWD,P185/60R14,A,A,A,S,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,Se,FWD
1056,4545,Compact Passenger Car,2824.0,N/A,N/A,1.4,FWD,P195/60R15,O,O,A,S,S,SF,A,A,S,N/A,SC2,False,S,A,A,A,Se,FWD
1057,4546,Compact Passenger Car,2824.0,N/A,N/A,1.41,FWD,P205/55R16,O,O,A,A,S,SF,A,A,S,N/A,SC2,False,S,A,A,A,Se,FWD
1058,4547,Pickup,3684.0,N/A,N/A,1.2,RWD,P205/75R15,S,S,A,S,A,SF,A,A,S,N/A,SC1,False,A,A,A,A,Se,RWD/AWD
1059,4548,Van,2801.0,N/A,N/A,1.22,FWD,P195/55R16,S,S,S,S,A,SF,A,S,S,STAPS1,SC2,False,S,S,A,A,SnSe,FWD
1060,4549,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,S,S,A,S,A,SF,A,A,S,N/A,SC2,False,A,A,A,A,Se,RWD/AWD
1061,4551,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,S,S,S,S,A,SF,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
1062,4553,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,S,S,S,S,A,SF/OR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
1063,4554,Medium Passenger Car,3248.0,N/A,N/A,1.36,FWD,P205/55R16,S,S,S,S,A,SF/OR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
1064,4555,Compact Passenger Car,2886.0,N/A,N/A,1.39,FWD,P205/55R16,S,S,S,A,A,SF,A,S,S,SBS1,SB1,False,S,A,A,A,SnSe,FWD
1065,4557,Compact Passenger Car,2886.0,N/A,N/A,1.39,FWD,225/45R17,S,S,S,S,A,SF,A,S,S,SBS1,SB1,False,S,A,A,A,SnSe,FWD
1066,4558,Medium Passenger Car,3348.0,N/A,N/A,1.37,FWD,P215/55R16,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
1067,4559,Medium Passenger Car,3348.0,N/A,N/A,1.37,FWD,P215/55R16,S,S,S,S,A,SF/SR,A,S,S,STS1/OTS2,SC2,False,S,A,A,A,SnSe,FWD
1068,4560,Heavy Passenger Car,4157.0,N/A,N/A,1.51,RWD,P225/60R16,A,A,A,S,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
1069,4564,Pickup,5620.0,N/A,N/A,1.18,RWD,P255/65R17,S,A,A,A,A,SF,A,A,S,STS1,SC1,False,A,A,A,A,SeOn,AWD/2WD
1070,4571,Sport Utility Vehicle,5130.0,N/A,N/A,1.24,FWD,P235/55R19,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
1071,4572,Compact Passenger Car,2684.0,N/A,N/A,1.33,FWD,P195/60R15,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD
1072,4573,Compact Passenger Car,2662.0,N/A,N/A,1.3,FWD,P205/50R16,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD
1073,4574,Pickup,4219.0,N/A,N/A,1.15,RWD,P225/70R15,S,A,A,S,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,Se,RWD/AWD
1074,4575,Van,3479.0,N/A,N/A,1.11,FWD,P205/65R15,O,O,A,S,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SeOn,FWD
1075,4578,Medium Passenger Car,3487.0,N/A,N/A,1.49,RWD,225/45R17,S,S,A,A,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/4WD
1076,4579,Medium Passenger Car,3362.0,N/A,N/A,1.44,RWD,P205/55R16,S,S,A,A,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/4WD
1077,4580,Medium Passenger Car,3487.0,N/A,N/A,1.49,RWD,225/45R17,S,S,A,A,A,SF,A,A,S,SBS1,SB1,False,S,A,A,A,SnSe,RWD
1078,4581,Medium Passenger Car,3362.0,N/A,N/A,1.44,RWD,P205/55R16,S,S,A,A,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/4WD
1079,4582,Heavy Passenger Car,3616.0,N/A,N/A,1.43,RWD,P225/50R17,S,S,A,A,A,SF/SR,A,A,S,STD1/OTD2,SS2,False,S,A,A,O,SnSe,RWD/4WD
1080,4593,Light Passenger Car,2491.0,N/A,N/A,1.45,FWD,P205/45R17,S,S,A,A,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Sn,FWD
1081,4594,Sport Utility Vehicle,4636.0,N/A,N/A,1.09,RWD,P245/65R17,S,S,A,S,A,SF,A,A,S,N/A,SC2/3,False,S,A,A,A,SnSe,RWD/AWD
1082,4595,Sport Utility Vehicle,3876.0,N/A,N/A,1.2,FWD,P215/55R18,S,S,A,S,A,SF,A,A,S,OTS1,SC2,False,S,A,A,A,Se,FWD/AWD
1083,4596,Sport Utility Vehicle,4150.0,N/A,N/A,1.17,RWD,P235/65R17,S,S,A,S,A,SF,A,A,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
1084,4597,Compact Passenger Car,2878.0,N/A,N/A,1.42,FWD,P195/65R15,S,O,S,S,A,SF,A,S,S,STS1,SC2,False,S,S,A,A,SeOn,FWD
1085,4598,Compact Passenger Car,2730.0,N/A,N/A,1.39,FWD,175/65R16,O,O,A,S,A,SF,A,A,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
1086,4600,Medium Passenger Car,3362.0,N/A,N/A,1.44,RWD,P205/55R16,S,S,S,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1087,4602,Medium Passenger Car,3362.0,N/A,N/A,1.44,RWD,P205/55R16,S,S,S,A,A,SF,A,S,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1088,4608,Heavy Passenger Car,3616.0,N/A,N/A,1.43,RWD,P225/50R17,S,S,S,A,A,SF,A,S,S,STD1/OTD2,SS2,False,S,S,A,O,SnSe,RWD
1089,4616,Medium Passenger Car,3272.0,N/A,N/A,1.37,FWD,P215/60R17,O,O,O,S,A,SF,A,S,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
1090,4617,Sport Utility Vehicle,5538.0,N/A,N/A,1.16,RWD,P265/70R18,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,RWD/4WD
1091,4618,Sport Utility Vehicle,5538.0,N/A,N/A,1.16,RWD,P265/70R18,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,RWD/4WD
1092,4619,Sport Utility Vehicle,4905.0,N/A,N/A,1.22,FWD,P245/65R17,S,S,A,S,S,SF,A,A,S,STAPS1,SC3,False,S,A,A,A,SnSe,AWD/FWD
1093,4620,Van,4370.0,N/A,N/A,1.3,FWD,235/65R16,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD
1094,4623,Medium Passenger Car,3214.0,N/A,N/A,1.42,FWD,P215/60R16,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1095,4624,Medium Passenger Car,3214.0,N/A,N/A,1.42,FWD,P215/60R16,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1096,4625,Sport Utility Vehicle,3917.0,N/A,N/A,1.28,FWD,P235/60R18,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1097,4626,Sport Utility Vehicle,4456.0,N/A,N/A,1.27,FWD,P245/60R18,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
1098,4627,Medium Passenger Car,3404.0,N/A,N/A,1.3,FWD,P205/50R17,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD
1099,4628,Medium Passenger Car,3309.0,N/A,N/A,1.49,FWD,P205/65R16,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1100,4630,Medium Passenger Car,3003.0,N/A,N/A,1.59,RWD,225/45R18,O,O,A,A,A,SF,A,A,S,STS1,SC2,False,A,A,A,A,SnSe,RWD
1101,4631,Sport Utility Vehicle,3616.0,N/A,N/A,1.13,FWD,P235/70R16,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,S,SnSe,FWD/AWD
1102,4632,Sport Utility Vehicle,3616.0,N/A,N/A,1.14,FWD,P235/60R16,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1103,4653,Sport Utility Vehicle,4706.0,N/A,N/A,1.23,FWD,P255/60R19,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,A,A,A,A,SnSe,FWD/AWD
1104,4654,Pickup,4044.0,N/A,N/A,1.2,2WD,P205/75R15,S,S,A,S,S,SF,A,A,S,N/A,SC2,False,A,A,A,A,Se,RWD/AWD
1105,4655,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,S,S,A,S,A,SF,A,A,S,N/A,SC1,False,A,A,A,A,Se,RWD/AWD
1106,4658,Van,6252.0,N/A,N/A,1.07,RWD,LT245/75R16,S,A,A,S,A,SF,A,A,A,N/A,N/A,False,A,A,A,A,Se,RWD
1107,4659,Sport Utility Vehicle,4322.0,N/A,N/A,1.25,FWD,P245/60R18,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1108,4660,Sport Utility Vehicle,3616.0,N/A,N/A,1.13,FWD,P235/70R16,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,S,SnSe,FWD/AWD
1109,4661,Sport Utility Vehicle,3616.0,N/A,N/A,1.14,FWD,P235/60R16,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1110,4662,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,S,A,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,O,SnSe,AWD/2WD
1111,4663,Compact Passenger Car,2896.0,N/A,N/A,1.36,FWD,P215/45R18,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeSn,FWD/AWD
1112,4666,Sport Utility Vehicle,3788.0,N/A,N/A,1.19,FWD,P225/55R18,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeSn,FWD/AWD
1113,4667,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,S,SnSe,RWD/AWD
1114,4668,Sport Utility Vehicle,5756.0,N/A,N/A,1.13,RWD,P265/70R17,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,S,SnSe,AWD
1115,4670,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,S,SnSe,RWD/AWD
1116,4671,Sport Utility Vehicle,4890.0,N/A,N/A,1.16,RWD,P265/70R17,S,A,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,O,SnSe,AWD/2WD
1117,4672,Sport Utility Vehicle,4486.0,N/A,N/A,1.13,RWD,P235/70R16,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,S,SeOn,RWD/AWD
1118,4673,Sport Utility Vehicle,4486.0,N/A,N/A,1.15,RWD,P245/65R17,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,S,SeOn,RWD/AWD
1119,4674,Pickup,5683.0,N/A,N/A,1.18,RWD,P255/65R17,S,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeOn,AWD/2WD
1120,4675,Pickup,5620.0,N/A,N/A,1.18,RWD,P255/65R17,S,A,A,A,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SeOn,AWD/2WD
1121,4676,Sport Utility Vehicle,4194.0,N/A,N/A,1.11,RWD,P225/75R16,S,S,A,S,A,SF,A,A,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
1122,4677,Sport Utility Vehicle,4508.0,N/A,N/A,1.21,FWD,P235/65R18,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1123,4678,Heavy Passenger Car,4022.0,N/A,N/A,1.45,RWD,P235/50R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1124,4679,Heavy Passenger Car,4240.0,N/A,N/A,1.44,RWD,P235/55R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1125,4680,Heavy Passenger Car,4267.0,N/A,N/A,1.44,RWD,P235/55R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,RWD/AWD
1126,4681,Compact Passenger Car,2800.0,N/A,N/A,1.44,FWD,P195/65R15,S,O,A,S,A,SF,A,A,S,STS1,SC2,False,A,A,A,A,AeAn,FWD
1127,4682,Pickup,3503.0,N/A,N/A,1.28,RWD,P215/70R15,S,S,A,S,A,SF,A,A,S,STS1,SC1,False,S,A,A,A,N/A,RWD/AWD
1128,4684,Medium Passenger Car,3198.0,N/A,N/A,1.43,FWD,P215/60R16,S,A,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD
1129,4685,Medium Passenger Car,3302.0,N/A,N/A,1.49,FWD,P215/60R16,S,A,A,A,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD
1130,4686,Medium Passenger Car,3198.0,N/A,N/A,1.42,FWD,P215/60R16,S,S,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD
1131,4687,Pickup,3503.0,N/A,N/A,1.28,RWD,P215/70R15,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,A,A,A,A,Se,RWD/AWD
1132,4688,Pickup,3606.0,N/A,N/A,1.28,RWD,P215/70R15,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1133,4689,Pickup,5514.0,N/A,N/A,1.17,RWD,P275/65R18,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,A,A,A,A,Se,RWD/AWD
1134,4690,Pickup,5277.0,N/A,N/A,1.17,RWD,P275/65R18,S,S,A,A,A,SF,A,A,S,STS1,SC1,False,A,A,A,A,Se,RWD/AWD
1135,4691,Pickup,5796.0,N/A,N/A,1.17,RWD,P275/65R18,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,A,A,A,A,Se,RWD/AWD
1136,4692,Sport Utility Vehicle,4169.0,N/A,N/A,1.26,FWD,P245/50R20,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1137,4693,Light Passenger Car,2377.0,N/A,N/A,1.33,FWD,P185/60R15,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1138,4694,Light Passenger Car,2317.0,N/A,N/A,1.3,FWD,P185/60R15,S,S,A,A,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1139,4695,Light Passenger Car,2377.0,N/A,N/A,1.3,FWD,P185/60R15,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1140,4697,Heavy Passenger Car,3618.0,N/A,N/A,1.41,FWD,P215/55R17,S,S,A,S,A,SF/SR,A,A,S,STS2,SC2,False,S,A,A,A,SnSe,FWD
1141,4698,Heavy Passenger Car,3556.0,N/A,N/A,1.39,FWD,P225/60R16,O,A,O,S,S,SF,A,S,S,N/A,OC2,False,A,A,A,A,Se,FWD
1142,4699,Heavy Passenger Car,3556.0,N/A,N/A,1.39,FWD,P225/60R16,O,A,O,S,S,SF,A,S,S,N/A,OC2,False,A,A,A,A,Se,FWD
1143,4700,Compact Passenger Car,2824.0,N/A,N/A,1.4,FWD,P195/60R15,O,O,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,FWD
1144,4701,Compact Passenger Car,2824.0,N/A,N/A,1.41,FWD,P205/55R16,O,O,O,A,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,FWD
1145,4702,Compact Passenger Car,2824.0,N/A,N/A,1.4,FWD,P195/60R15,O,O,O,S,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,FWD
1146,4703,Compact Passenger Car,2824.0,N/A,N/A,1.41,FWD,P205/55R16,O,O,O,A,S,SF,A,S,S,N/A,OC2,False,S,A,A,A,Se,FWD
1147,4704,Heavy Passenger Car,3562.0,N/A,N/A,1.39,FWD,P225/60R16,A,A,O,S,S,SF,SF,S,S,N/A,OC2,False,A,A,A,A,Se,FWD
1148,4705,Heavy Passenger Car,3562.0,N/A,N/A,1.39,FWD,P225/60R16,A,A,O,S,S,SF,A,S,S,N/A,OC2,False,A,A,A,A,Se,FWD
1149,4706,Heavy Passenger Car,3562.0,N/A,N/A,1.39,FWD,P225/60R16,O,A,O,S,S,SF,A,S,S,N/A,OC2,False,A,A,A,A,Se,FWD
1150,4707,Heavy Passenger Car,3584.0,N/A,N/A,1.53,RWD,P235/55R17,S,A,A,A,A,SF,A,A,S,SBS1,SB1,False,A,A,A,A,SnSe,RWD
1151,4708,Sport Utility Vehicle,4052.0,N/A,N/A,1.34,FWD,225/60R18,S,S,A,S,A,SF,A,A,S,STAPS1,SC2,False,A,A,A,A,SnSe,FWD/AWD
1152,4709,Pickup,4392.0,N/A,N/A,1.16,RWD,P265/70R16,O,A,A,S,S,SF,A,A,S,STAPSx,SC2,False,A,A,A,A,Se,RWD/4WD
1153,4711,Heavy Passenger Car,3613.0,N/A,N/A,1.45,FWD,P245/45R18,S,S,A,S,A,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD
1154,4712,Sport Utility Vehicle,4028.0,N/A,N/A,1.21,FWD,P235/65R18,S,S,A,S,S,SF,A,A,S,STAPS1,SC2,False,S,A,A,A,SnSe,FWD/AWD
1155,4713,Sport Utility Vehicle,4776.0,N/A,N/A,1.13,RWD,P245/75R16,S,A,A,S,S,SF,A,A,S,STAPSc,SC3,False,S,A,A,A,SnSe,RWD/4WD
1156,4714,Van,4445.0,N/A,N/A,1.24,FWD,P225/65R16,S,S,A,S,S,SF,A,A,S,N/A,SC3,False,S,A,O,A,SnSe,FWD
1157,4715,Sport Utility Vehicle,4232.0,N/A,N/A,1.2,FWD,P225/65R17,S,S,A,S,A,SF,A,A,S,STS1,SC2/3,False,S,A,O,A,SnSe,FWD/AWD
1158,4716,Sport Utility Vehicle,4275.0,N/A,N/A,1.14,RWD,P255/75R16,S,S,A,S,A,SF,A,A,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
1159,4717,Pickup,5262.0,N/A,N/A,1.18,RWD,P265/70R17,S,S,A,S,A,SF,A,A,S,N/A,SC2,False,S,A,A,A,SnSe,RWD/AWD
1160,4718,Pickup,3684.0,N/A,N/A,1.2,2WD,P205/75R15,S,S,A,S,A,SF,A,A,S,N/A,SC2,False,A,A,A,A,Se,RWD/AWD
1161,4719,Pickup,4044.0,N/A,N/A,1.2,RWD,P205/75R15,S,S,A,S,S,SF,A,A,S,N/A,SC2,False,S,A,A,A,Se,RWD/AWD
1162,4725,Van,5372.0,N/A,N/A,1.09,RWD,P245/75R16,S,S,A,S,A,SF,A,A,S,N/A,SC3,False,A,A,A,A,Se,RWD/AWD
1163,4726,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC1,False,A,A,A,A,Se,RWD/AWD
1164,4727,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1165,4728,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1166,4735,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1167,4736,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,S,Se,FWD/4WD
1168,4737,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,S,A,S,S,SF,A,A,S,N/A,SC3,False,S,A,A,S,Se,RWD/AWD
1169,4738,Sport Utility Vehicle,5756.0,N/A,N/A,1.13,RWD,P265/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,A,Se,RWD/AWD
1170,4739,Pickup,4279.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,A,S,N/A,OC2,False,A,A,A,A,Se,RWD/4WD
1171,4740,Pickup,4526.0,N/A,N/A,1.19,RWD,P245/70R16,A,A,A,S,A,SF,A,A,S,N/A,OC2,False,S,A,A,A,Se,RWD/4WD
1172,4742,Medium Passenger Car,3326.0,N/A,N/A,1.39,FWD,P215/60R17,O,O,A,S,A,SF,A,A,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
1173,4743,Van,4445.0,N/A,N/A,1.24,FWD,P225/65R16,S,S,A,S,S,SF,A,A,S,N/A,SC3,False,S,A,O,A,SnSe,FWD
1174,4744,Sport Utility Vehicle,3876.0,N/A,N/A,1.2,FWD,P215/55R18,S,S,A,S,A,SF,A,A,S,OTS1,SC2,False,S,A,A,A,Se,FWD/AWD
1175,4746,Sport Utility Vehicle,4315.0,N/A,N/A,1.18,RWD,P225/75R16,S,S,A,S,A,SF,A,A,S,OBS1,OB1,False,S,A,A,A,N/A,RWD/AWD
1176,4747,Heavy Passenger Car,4066.0,N/A,N/A,1.4,FWD,P245/50R18,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,SnSe,FWD
1177,4751,Sport Utility Vehicle,3911.0,N/A,N/A,1.19,FWD,P225/65R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,FWD/AWD
1178,4753,Van,5372.0,N/A,N/A,1.09,RWD,P245/75R16,S,S,A,S,A,SF,A,A,S,N/A,SC3,False,A,A,A,A,Se,RWD/AWD
1179,4758,Sport Utility Vehicle,3162.0,N/A,N/A,1.29,FWD,P215/55R16,S,S,A,S,S,SF,A,A,S,N/A,SC2,False,S,A,A,A,Se,FWD
1180,4759,Heavy Passenger Car,3562.0,N/A,N/A,1.39,FWD,P225/60R16,S,A,A,S,S,SF,A,A,S,STS1,SC2,False,A,A,A,A,Se,FWD
1181,4760,Medium Passenger Car,3430.0,N/A,N/A,1.41,FWD,P225/50R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,A,A,A,A,SnSe,FWD
1182,4767,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC1,False,A,A,A,A,Se,RWD/AWD
1183,4768,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1184,4769,Pickup,5381.0,N/A,N/A,1.19,RWD,P245/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1185,4770,Pickup,5152.0,N/A,N/A,1.19,RWD,P245/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Se,RWD/AWD
1186,4771,Sport Utility Vehicle,5756.0,N/A,Std,1.13,RWD,P265/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,A,Se,RWD/AWD
1187,4773,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,S,Se,RWD/4WD
1188,4774,Sport Utility Vehicle,5276.0,N/A,N/A,1.12,RWD,P265/70R17,S,S,A,S,S,SF,A,A,S,N/A,SC3,False,S,A,A,S,Se,RWD/4WD
1189,4775,Sport Utility Vehicle,4706.0,N/A,N/A,1.23,FWD,P255/60R19,S,S,A,S,S,SF,A,A,S,STS1,SC3,False,S,A,A,A,SnSe,FWD/AWD
1190,4776,Heavy Passenger Car,3748.0,N/A,N/A,1.53,RWD,P245/55R18,S,S,A,A,S,SF,A,A,S,STS1,SC2,False,A,A,A,A,SnSe,RWD
1191,4777,Sport Utility Vehicle,3911.0,N/A,N/A,1.19,FWD,P225/65R17,S,S,A,S,S,SF,A,A,S,STS1,SC2,False,A,A,A,A,Se,FWD/4WD
1192,4778,Sport Utility Vehicle,4551.0,N/A,N/A,1.18,RWD,P245/70R17,S,S,A,S,A,SF,A,A,S,STS1,SC3,False,S,A,A,A,AnSe,RWD/AWD
1193,4779,Medium Passenger Car,3252.0,N/A,N/A,1.4,FWD,P215/50R17,S,O,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,AnSe,FWD
1194,4780,Compact Passenger Car,2562.0,N/A,N/A,1.37,FWD,P185/65R14,A,A,A,S,A,SF,A,A,S,STS1,SC2,False,S,A,A,A,Ae,FWD
